src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.217.170.170,10.10.1.53,443,50424,6,2024-03-19 12:43:25,1503258.0,5230.639051979101,5.986996244157689,5.986996244157689,0.0,9,0,7863,0,1466.0,66.0,873.6666666666666,614.941370285728,0.0,0.0,0.0,0.0,1466,66,873.6666666666666,614.941370285728,378152.8888888888,180,0,0,6,187907.25,1029045.0,106.0,336365.59856826544,1503258.0,1029045.0,106.0,187907.25,336365.59856826544,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,873.6666666666666,65535,0,0.0,0.0,0.0,0.0,1028499.0,328181.0,678340.0,350159.0,6265.0,5.0,0.0,0.0,5966666.666666667,0.0,873.6666666666666,0.0,0,9,0,7863,0
172.217.170.170,10.10.1.53,443,50426,6,2024-03-19 12:43:25,1175255.0,5506.039114915487,7.657912538130023,7.657912538130023,0.0,9,0,6471,0,1466.0,66.0,719.0,621.5292967082619,0.0,0.0,0.0,0.0,1466,66,719.0,621.5292967082619,386298.6666666667,180,0,0,5,146906.875,667161.0,5.0,230300.99777217503,1175255.0,667161.0,5.0,146906.875,230300.99777217503,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,719.0,65535,0,361208.0,145889.0,253548.5,107659.5,667021.0,145894.0,391419.3333333333,213809.53658545937,5861.0,5.0,0.0,0.0,8773.84701979617,0.0,719.0,0.0,0,9,0,6471,0
216.58.223.74,10.10.1.53,443,36670,17,2024-03-19 12:43:25,869669.0,14937.867165553791,21.84739251370349,21.84739251370349,0.0,19,0,12991,0,1292.0,65.0,683.7368421052631,514.6920225885996,0.0,0.0,0.0,0.0,1292,65,683.7368421052631,514.6920225885996,264907.87811634346,152,0,0,19,48314.944444444445,301666.0,1.0,91380.394014661,869669.0,301666.0,1.0,48314.944444444445,91380.394014661,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,683.7368421052631,0,0,301665.0,1227.0,145226.66666666666,122968.25683168083,301664.0,70522.0,173864.75,85323.30173925233,12193.0,19.0,0.0,0.0,14020.276679978244,0.0,683.7368421052631,0.0,0,19,0,12991,0
216.58.223.74,10.10.1.53,443,44044,6,2024-03-19 12:43:25,606580.0,3117.4783210788355,13.188697286425533,13.188697286425533,0.0,8,0,1891,0,1038.0,66.0,236.375,327.7414901641231,0.0,0.0,0.0,0.0,1038,66,236.375,327.7414901641231,107414.484375,160,0,0,2,86654.28571428571,272054.0,226.0,110644.79142568192,606580.0,272054.0,226.0,86654.28571428571,110644.79142568192,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,236.375,65535,0,0.0,0.0,0.0,0.0,271486.0,232845.0,252165.5,19320.5,0.0,0.0,0.0,0.0,0.0,0.0,236.375,0.0,0,8,0,1891,0
41.90.72.48,10.10.0.133,443,59652,6,2024-03-19 12:43:26,0.0,0,0,0,0,1,0,74,0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74,74,74.0,0.0,0.0,20,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,74.0,65160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0,1,0,74,0
10.10.2.153,34.160.144.191,52300,443,6,2024-03-19 12:43:26,88453.0,6037.104450951352,67.83263428035228,45.221756186901516,22.610878093450758,4,2,356,178,112.0,66.0,89.0,23.0,112.0,66.0,89.0,23.0,112,66,89.0,23.0,529.0,80,40,0,2,17690.6,45125.0,2.0,21650.743577069123,88453.0,88397.0,24.0,29484.333333333332,41657.5462258107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,89.0,501,269,43268.0,32.0,21650.0,21618.0,45123.0,43238.0,44180.5,942.5,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,0,4,2,356,178
216.58.223.74,10.10.1.53,443,44046,6,2024-03-19 12:43:26,577877.0,3185.7990541239747,12.113304388304085,12.113304388304085,0.0,7,0,1841,0,1038.0,66.0,263.0,342.26180455485076,0.0,0.0,0.0,0.0,1038,66,263.0,342.26180455485076,117143.14285714286,140,0,0,2,96312.83333333333,273741.0,389.0,112643.38478492893,577877.0,273741.0,389.0,96312.83333333333,112643.38478492893,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,263.0,65535,0,244131.0,787.0,122459.0,121672.0,272954.0,203544.0,238249.0,34705.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0,7,0,1841,0
10.10.0.133,172.217.170.162,38522,443,6,2024-03-19 12:43:26,2997730.0,21354.157979537853,28.68837420314705,2.668685972385772,26.01968823076128,8,78,803,63211,259.0,66.0,100.375,64.55218334804796,1466.0,66.0,810.3974358974359,618.9558067929052,1466,66,744.3488372093024,624.8117254550284,390389.6922660897,160,1560,0,2,35267.41176470588,638095.0,1.0,99204.67229809101,2359635.0,770954.0,6125.0,337090.71428571426,293614.95818684244,2955129.0,853761.0,1.0,38378.2987012987,133225.61863986866,0,0,0,0,1,0,0,0,0,0,0,9.75,744.3488372093024,65535,274,470873.0,15093.0,114318.76923076923,123352.72006863635,422429.0,14940.0,111802.05263157895,109477.05256713256,0.0,0.0,19351.666666666668,21.0,0.0,112726.40425003106,100.375,810.3974358974359,0,8,78,803,63211
10.10.0.133,172.217.170.162,38546,443,6,2024-03-19 12:43:26,459187.0,22703.168861487804,30.488668015427265,4.355524002203895,26.13314401322337,2,12,140,10285,74.0,66.0,70.0,4.0,1466.0,66.0,857.0833333333334,612.2275527848194,1466,66,744.6428571428571,630.1872292244195,397135.94387755106,40,240,0,0,35322.07692307692,206460.0,91.0,59061.28024799788,0,0.0,0.0,0.0,0.0,425403.0,206460.0,91.0,38673.0,63856.49139352168,0,0,0,0,1,0,0,0,0,0,0,6.0,744.6428571428571,65535,261,206175.0,48642.0,127408.5,78766.5,88015.0,12447.0,48322.666666666664,29031.71023017571,0.0,0.0,9485.0,8.0,0.0,94379.987661446,70.0,857.0833333333334,0,2,12,140,10285
172.217.170.162,10.10.0.133,443,38544,6,2024-03-19 12:43:26,379499.0,29109.431118395572,28.985583624726285,28.985583624726285,0.0,11,0,11047,0,1466.0,66.0,1004.2727272727273,625.1778061129477,0.0,0.0,0.0,0.0,1466,66,1004.2727272727273,625.1778061129477,390847.28925619833,220,0,0,8,37949.9,217978.0,112.0,64680.98583888468,379499.0,217978.0,112.0,37949.9,64680.98583888468,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1004.2727272727273,65535,0,217680.0,31607.999999999996,124644.0,93036.0,152103.0,31422.0,76822.0,45295.48025465676,10313.0,8.0,0.0,0.0,273946.767252829,0.0,1004.2727272727273,0.0,0,11,0,11047,0
172.217.170.162,10.10.0.133,443,38534,6,2024-03-19 12:43:26,1002564.9999999999,7461.860328258019,11.96929874870956,8.97697406153217,2.99232468717739,9,3,6726,755,1466.0,66.0,747.3333333333334,660.3379606097337,647.0,54.0,251.66666666666666,279.5428808290818,1466,54,623.4166666666666,626.6073276427236,392636.74305555556,180,60,0,5,91142.27272727272,379266.0,2.0,122079.2094049008,698071.0,379266.0,2.0,87258.875,136860.91998397268,590263.0,425614.0,164649.0,295131.5,130482.5,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,623.4166666666666,65535,0,347280.0,247571.0,297425.5,49854.5,379266.0,24804.0,189875.0,129150.99071435728,6112.0,5.0,0.0,0.0,1787134.5029239766,0.0,747.3333333333334,251.66666666666666,0,9,3,6726,755
172.217.170.161,10.10.0.133,443,45068,6,2024-03-19 12:43:26,620398.0,31518.47684873259,43.52044977578909,40.29671275536027,3.2237370204288216,25,2,19422,132,1466.0,66.0,776.88,620.970873391015,66.0,66.0,66.0,0.0,1466,66,724.2222222222222,625.8610266595597,391702.0246913581,500,40,0,20,23861.46153846154,257932.0,3.0,53587.53373559849,589464.0,257932.0,3.0,24561.0,56549.7015023068,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.08,724.2222222222222,65535,413,257929.00000000003,10018.0,71208.5,84256.65661685135,139487.0,10019.0,57273.125,42918.945873115,17764.0,20.0,0.0,0.0,83773.88031898589,0.0,776.88,66.0,0,25,2,19422,132
172.217.170.161,10.10.0.133,443,45074,6,2024-03-19 12:43:26,461103.0,28898.098689446826,28.193267014094467,28.193267014094467,0.0,13,0,13325,0,1466.0,66.0,1025.0,605.084609468283,0.0,0.0,0.0,0.0,1466,66,1025.0,605.084609468283,366127.3846153846,260,0,0,10,38425.25,376376.0,3.0,103106.25743549305,461103.0,376376.0,3.0,38425.25,103106.25743549305,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1025.0,65535,0,376097.0,5060.0,146083.66666666666,164025.37287938787,376376.0,5230.0,113826.75,152796.96550876755,12459.0,10.0,0.0,0.0,147053.96345781596,0.0,1025.0,0.0,0,13,0,13325,0
216.58.223.78,10.10.0.133,443,41514,6,2024-03-19 12:43:26,2227527.0,6917.08787368234,15.712491924901473,14.81463524347853,0.8978566814229413,33,2,14178,1230,1466.0,66.0,429.6363636363636,523.9175171134212,979.0,251.0,615.0,364.0,1466,66,440.22857142857146,517.906229003684,268226.86204081634,660,40,0,14,65515.5,548097.0,4.0,118547.09119443531,2227527.0,548097.0,4.0,69610.21875,123623.59157507477,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.06060606060606061,440.22857142857146,65535,301,547002.0,1976.0,139020.9,163249.72121841434,293594.0,6334.0,127329.91666666667,102101.43198021135,11175.0,12.0,0.0,0.0,41616.08186916723,0.0,429.6363636363636,615.0,0,33,2,14178,1230
172.217.170.196,10.10.1.53,443,36010,6,2024-03-19 12:43:26,663764.0,9434.07596675927,18.078714723907893,18.078714723907893,0.0,12,0,6262,0,1466.0,66.0,521.8333333333334,603.1827850844404,0.0,0.0,0.0,0.0,1466,66,521.8333333333334,603.1827850844404,363829.47222222225,240,0,0,7,60342.181818181816,250577.0,3.0,86895.5890070148,663764.0,250577.0,3.0,60342.181818181816,86895.5890070148,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,521.8333333333334,261,0,250328.0,56564.0,174078.66666666666,84313.86886838697,250574.0,38862.0,123524.6,90274.45028489512,5470.0,7.0,0.0,0.0,17487.10046610955,0.0,521.8333333333334,0.0,0,12,0,6262,0
64.233.167.188,10.10.1.44,5228,40368,6,2024-03-19 12:43:26,490758.0,509.41604619792236,6.112992554375069,4.075328369583379,2.0376641847916894,2,1,156,94,90.0,66.0,78.0,12.0,94.0,94.0,94.0,0.0,94,66,83.33333333333333,12.364824660660938,152.88888888888889,40,20,0,1,245379.0,252411.0,238347.0,7032.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,83.33333333333333,265,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,0,2,1,156,94
10.10.0.133,172.217.170.194,46378,443,6,2024-03-19 12:43:26,638249.0,4830.403181203575,15.667866302963265,6.267146521185306,9.400719781777958,4,6,1317,1766,1111.0,66.0,329.25,451.35538935521754,1048.0,66.0,294.3333333333333,365.61622259169826,1111,66,308.3,402.4753532826575,161986.41,80,120,0,1,70916.55555555556,243636.0,767.0,81938.20090248383,597381.0,276796.0,76949.0,199127.0,87447.10463283886,265198.0,188799.0,767.0,53039.6,71346.93841672534,0,0,0,0,1,0,0,0,0,0,0,1.5,308.3,65535,267,0.0,0.0,0.0,0.0,243636.0,185720.0,214678.0,28958.0,0.0,0.0,0.0,0.0,0.0,0.0,329.25,294.3333333333333,0,4,6,1317,1766
149.154.167.222,10.10.1.44,443,36912,6,2024-03-19 12:43:26,12722345.0,36.31406002588359,0.5502130306952059,0.5502130306952059,0.0,7,0,462,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,140,0,0,0,2120390.8333333335,6227118.0,5081.0,2152021.388709804,12722345.0,6227118.0,5081.0,2120390.8333333335,2152021.388709804,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,2262,0,0.0,0.0,0.0,0.0,6222037.0,199394.0,1953373.0,2215659.04615805,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,7,0,462,0
172.217.170.196,10.10.1.53,443,43275,17,2024-03-19 12:43:27,395095.0,6545.261266277731,12.655184196205976,12.655184196205976,0.0,5,0,2586,0,1292.0,66.0,517.2,517.1063333590105,0.0,0.0,0.0,0.0,1292,66,517.2,517.1063333590105,267398.96,40,0,0,5,98773.75,356360.0,4.0,149494.9257339108,395095.0,356360.0,4.0,98773.75,149494.9257339108,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,517.2,0,0,0.0,0.0,0.0,0.0,356360.0,36809.0,196584.5,159775.5,2376.0,5.0,0.0,0.0,6013.74353003708,0.0,517.2,0.0,0,5,0,2586,0
172.217.170.196,10.10.1.53,443,36014,6,2024-03-19 12:43:27,10678579.0,761.618189086769,1.2173904411813594,1.030099604076535,0.18729083710482455,11,2,7977,156,1466.0,66.0,725.1818181818181,679.7909863509276,78.0,78.0,78.0,0.0,1466,66,625.6153846153846,667.4916926549076,445545.1597633137,220,40,0,6,889881.5833333334,10206190.0,4.0,2809648.613167889,10627010.0,10206190.0,4.0,1062701.0,3048628.7636084524,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,625.6153846153846,261,76,10179796.0,231060.0,5205428.0,4974368.0,10148110.0,10684.0,2093485.8,4028108.872184435,7251.0,6.0,0.0,0.0,3846684.350132626,0.0,725.1818181818181,78.0,0,11,2,7977,156
10.10.0.75,255.255.255.255,48339,10001,17,2024-03-19 12:43:27,0.0,0,0,0,0,1,0,229,0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229,229,229.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0,1,0,229,0
172.217.170.194,10.10.0.133,443,46386,6,2024-03-19 12:43:27,1078843.0,5522.582989369167,18.538378614867966,18.538378614867966,0.0,20,0,5958,0,878.0,66.0,297.9,344.63500982923944,0.0,0.0,0.0,0.0,878,66,297.9,344.63500982923944,118773.28999999996,400,0,0,7,56781.21052631579,370364.0,125.0,99536.54102657289,1078843.0,370364.0,125.0,56781.21052631579,99536.54102657289,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,297.9,65535,0,369891.0,148.0,200736.33333333334,152574.63323967787,186580.0,32324.0,105785.0,62012.117651848224,4614.0,7.0,0.0,0.0,6065.011560853202,0.0,297.9,0.0,0,20,0,5958,0
10.10.0.133,35.244.159.8,55152,443,6,2024-03-19 12:43:27,1704234.0,5134.858241297849,23.470955279615357,1.760321645971152,21.710633633644207,3,37,282,8469,130.0,74.0,94.0,25.508168626278653,1466.0,66.0,228.8918918918919,337.9257701781189,1466,66,218.775,327.0174679967417,106940.42437499999,60,740,0,1,43698.307692307695,382909.0,1.0,87529.1584099642,1380149.0,1249655.0,130494.0,690074.5,559580.5,1592449.0,382909.0,1.0,44234.694444444445,92483.93313310019,0,0,0,0,1,0,0,0,0,0,0,12.333333333333334,218.775,65535,279,382588.0,14605.0,145510.5,118388.54340032232,343576.0,14718.0,105351.0,105301.55414468353,0.0,0.0,2692.0,13.0,0.0,1907.084194366734,94.0,228.8918918918919,0,3,37,282,8469
10.10.0.133,23.212.161.47,60264,443,6,2024-03-19 12:43:28,1345400.0,8984.688568455478,14.122194143005798,2.2298201278430207,11.892374015162778,3,16,286,11802,146.0,66.0,95.33333333333333,35.97530016861878,1514.0,66.0,737.625,637.4924386806482,1514,66,636.2105263157895,630.3061560983776,397285.85041551245,60,320,0,1,74744.44444444444,505519.0,3.0,129248.56933711629,1187703.0,1016987.0000000001,170716.0,593851.5,423135.50000000006,1144882.0,505519.00000000006,3.0,76325.46666666666,152405.33816323135,0,0,0,0,1,0,0,0,0,0,0,5.333333333333333,636.2105263157895,65535,501,505128.0,54465.0,251121.33333333334,188398.65612106214,305001.0,57530.0,182146.4,90110.99690626001,0.0,0.0,5369.0,6.0,0.0,25048.812292533177,95.33333333333333,737.625,0,3,16,286,11802
10.10.2.153,34.149.100.209,57012,443,6,2024-03-19 12:43:28,56632.0,9058.482836558836,105.94716767905071,70.63144511936714,35.31572255968357,4,2,342,171,105.0,66.0,85.5,19.5,105.0,66.0,85.5,19.5,105,66,85.5,19.5,380.25,80,40,0,2,11326.4,55075.0,14.0,21876.866197881267,56632.0,56593.0,14.0,18877.333333333332,26669.004035063295,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,85.5,501,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,85.5,0,4,2,342,171
23.212.161.47,10.10.0.133,443,60276,6,2024-03-19 12:43:28,936376.0,7129.614599263544,10.679470639999316,10.679470639999316,0.0,10,0,6676,0,1514.0,66.0,667.6,655.6076875693268,0.0,0.0,0.0,0.0,1514,66,667.6,655.6076875693268,429821.44000000006,200,0,0,6,104041.77777777778,410403.0,4.0,157323.7157553232,936376.0,410403.0,4.0,104041.77777777778,157323.7157553232,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,667.6,65160,0,348857.0,606.0,174731.5,174125.5,409515.0,349139.0,379327.0,30188.0,6000.0,6.0,0.0,0.0,10258.023484035097,0.0,667.6,0.0,0,10,0,6676,0
10.10.35.25,255.255.255.255,33893,10001,17,2024-03-19 12:43:29,0.0,0,0,0,0,1,0,234,0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,234,234,234.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,1,0,234,0
35.244.159.8,10.10.0.133,443,55339,17,2024-03-19 12:43:29,129291.99999999999,29970.918540977014,46.40658354731925,46.40658354731925,0.0,6,0,3875,0,1292.0,67.0,645.8333333333334,488.4640610002837,0.0,0.0,0.0,0.0,1292,67,645.8333333333334,488.4640610002837,238597.13888888888,48,0,0,6,25858.4,127942.0,6.0,51042.55625495259,129292.0,127942.0,6.0,25858.4,51042.55625495259,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,645.8333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.0,6.0,0.0,0.0,28021.842031989603,0.0,645.8333333333334,0.0,0,6,0,3875,0
172.217.170.194,10.10.0.133,443,46392,6,2024-03-19 12:43:30,1245373.0,2299.7126162202007,8.832695104197697,8.832695104197697,0.0,11,0,2864,0,1050.0,66.0,260.3636363636364,375.04794183902135,0.0,0.0,0.0,0.0,1050,66,260.3636363636364,375.04794183902135,140660.95867768594,220,0,0,3,124537.3,303738.0,25681.0,100003.81015246369,1245373.0,303738.0,25681.0,124537.3,100003.81015246369,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,260.3636363636364,65535,0,186296.0,3933.0,95114.5,91181.5,216918.0,7671.0,98793.4,81705.145974045,0.0,0.0,0.0,0.0,0.0,0.0,260.3636363636364,0.0,0,11,0,2864,0
216.58.223.66,10.10.0.133,443,56372,6,2024-03-19 12:43:30,8308090.999999999,1726.630100705445,5.89786510523296,5.175677541326883,0.7221875639060766,43,6,13801,544,1466.0,66.0,320.95348837209303,448.51895573166354,140.0,66.0,90.66666666666667,27.602334844880225,1466,66,292.7551020408163,426.99899778175376,182328.14410662217,860,120,0,24,173085.22916666666,2477565.0,2.0,418286.16561493324,8144114.0,3418873.0,2.0,193907.47619047618,561602.3257075299,8304627.0,5399672.0,26524.0,1660925.4,1960514.1085055827,0,0,0,0,1,0,0,0,0,0,0,0.13953488372093023,292.7551020408163,65535,323,2451041.0,750.0,607143.2,707410.8080296484,2477492.0,8035.0,518403.3846153846,646305.8168573305,10535.0,23.0,0.0,0.0,3962.9040582244083,0.0,320.95348837209303,90.66666666666667,0,43,6,13801,544
10.10.53.153,255.255.255.255,44215,10001,17,2024-03-19 12:43:30,0.0,0,0,0,0,1,0,227,0,227.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,227,227,227.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,227.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0,1,0,227,0
10.10.53.155,255.255.255.255,55004,10001,17,2024-03-19 12:43:32,0.0,0,0,0,0,1,0,229,0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229,229,229.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0,1,0,229,0
172.217.170.206,10.10.1.53,443,47660,6,2024-03-19 12:43:33,0.0,0,0,0,0,1,0,151,0,151.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,151,151,151.0,0.0,0.0,20,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,151.0,267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0,1,0,151,0
10.10.2.243,255.255.255.255,53613,10001,17,2024-03-19 12:43:33,0.0,0,0,0,0,1,0,234,0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,234,234,234.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,1,0,234,0
199.103.24.2,10.10.0.133,443,34036,6,2024-03-19 12:43:33,3921707.0,176.70876483123294,2.039928021139774,1.5299460158548306,0.5099820052849435,6,2,585,108,105.0,90.0,97.5,7.5,54.0,54.0,54.0,0.0,105,54,86.625,19.924466743177845,396.984375,120,40,0,6,560243.8571428572,3825512.0,3.0,1333427.919345627,2507.0,1222.0,3.0,501.4,567.1682642743685,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,86.625,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,6.0,0.0,0.0,75388.91104906262,0.0,97.5,54.0,0,6,2,585,108
10.10.53.154,255.255.255.255,39392,10001,17,2024-03-19 12:43:34,0.0,0,0,0,0,1,0,237,0,237.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,237,237,237.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,237.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0,1,0,237,0
10.10.1.53,35.241.16.93,60406,443,6,2024-03-19 12:43:36,2216070.0,2703.885707581439,9.024985672835243,4.512492836417621,4.512492836417621,10,10,1237,4755,583.0,54.0,123.7,154.3697185331372,1466.0,66.0,475.5,551.8222992957062,1466,54,299.6,441.7122819211619,195109.74000000002,200,200,0,2,116635.26315789473,633195.0,3.0,189537.2248015072,2216070.0,814892.0,7002.0,246230.0,288484.6324980857,1505769.0,798430.0,3.0,167307.66666666666,282126.6046141539,0,0,0,0,1,0,0,0,0,0,0,1.0,299.6,65535,261,631167.0,79219.0,352259.6,234356.3762491646,633195.0,19448.0,229800.5,213097.92252154875,0.0,0.0,0.0,0.0,0.0,0.0,123.7,475.5,0,10,10,1237,4755
10.10.1.53,35.190.43.134,46212,443,6,2024-03-19 12:43:36,2019346.0,4948.631883788117,13.370665552114398,6.4377278584254505,6.932937693688946,13,14,1431,8562,583.0,54.0,110.07692307692308,137.71344917196808,1466.0,66.0,611.5714285714286,598.7492575940181,1466,54,370.1111111111111,507.7484309535604,257808.46913580247,260,280,0,2,77667.15384615384,757620.0,99.0,167601.70800297588,2019346.0,1009520.9999999999,594.0,168278.83333333334,296556.10957226774,995879.0,766755.0,99.0,76606.07692307692,203394.23427478186,0,0,0,0,1,0,0,0,0,0,0,1.0769230769230769,370.1111111111111,65535,261,756957.0,23667.0,230882.0,259159.7957510275,757620.0,7625.0,175291.0,226713.7606864656,0.0,0.0,6992.0,6.0,0.0,120172.55899489541,110.07692307692308,611.5714285714286,0,13,14,1431,8562
